127,,Baleares,2015,88635,Partido Socialista Obrero Espa&ntilde;ol (PSOE),18.3,2,,,
128,,Baleares,2015,71551,Ciudadanos-Partido de la Ciudadan&iacute;a (C's),14.8,1,,,
129,,Baleares,2015,33877,M&Eacute;S per Mallorca (M&Eacute;S),7,0,,,
130,,Baleares,2015,11451,Unidad Popular (IU-UP),2.4,0,,,
131,,Baleares,2015,5114,Partido Animalista Contra el Maltrato Animal (PACMA),1.1,0,,,
132,,Baleares,2015,2276,Uni&oacute;n Progreso y Democracia (UPyD),0.5,0,,,
133,,Baleares,2015,1177,Recortes Cero-Grupo Verde,0.2,0,,,
134,,Baleares,2015,13624,Otros,2.8,0,,,
135,,Barcelona,2015,4128181,Censo,,,,,
136,,Barcelona,2015,2873383,Votantes,69.6,,,,
137,,Barcelona,2015,14976,Nulos,,,,,
138,,Barcelona,2015,2858407,V&aacute;lidos,,,,,
139,,Barcelona,2015,18119,Blancos,,,,,
140,,Barcelona,2015,768235,En Com&uacute; Podem (EN COM&Uacute;),26.9,9,,,
141,,Barcelona,2015,464588,Partit dels Socialistes de Catalunya (PSC-PSOE),16.3,5,,,
142,,Barcelona,2015,414163,Esquerra Republicana de Catalunya-Catalunya S&iacute; (ERC-CATSI),14.5,5,,,
143,,Barcelona,2015,387061,Ciudadanos-Partido de la Ciudadan&iacute;a (C's),13.5,4,,,
144,,Barcelona,2015,378723,Democr&agrave;cia i Llibertat (DL),13.2,4,,,
145,,Barcelona,2015,321980,Partido Popular (PP),11.3,4,,,
146,,Barcelona,2015,48326,Uni&oacute; Democr&agrave;tica de Catalunya (unio.cat),1.7,0,,,
147,,Barcelona,2015,34394,Partido Animalista Contra el Maltrato Animal (PACMA),1.2,0,,,
148,,Barcelona,2015,10730,Recortes Cero-Grupo Verde,0.4,0,,,
149,,Barcelona,2015,6595,Uni&oacute;n Progreso y Democracia (UPyD),0.2,0,,,
150,,Barcelona,2015,5493,Partit Comunista del Poble de Catalunya (PCPC),0.2,0,,,
151,,Burgos,2015,300985,Censo,,,,,
152,,Burgos,2015,218037,Votantes,72.4,,,,
153,,Burgos,2015,2250,Nulos,,,,,
154,,Burgos,2015,215787,V&aacute;lidos,,,,,
155,,Burgos,2015,2049,Blancos,,,,,
156,,Burgos,2015,82037,Partido Popular (PP),38,2,,,
157,,Burgos,2015,44640,Partido Socialista Obrero Espa&ntilde;ol (PSOE),20.7,1,,,
158,,Burgos,2015,36818,Podemos (PODEMOS),17.1,1,,,
159,,Burgos,2015,33558,Ciudadanos-Partido de la Ciudadan&iacute;a (C's),15.6,0,,,
160,,Burgos,2015,10171,Unidad Popular (IU-UP),4.7,0,,,
161,,Burgos,2015,2356,Uni&oacute;n Progreso y Democracia (UPyD),1.1,0,,,
162,,Burgos,2015,1431,Partido Animalista Contra el Maltrato Animal (PACMA),0.7,0,,,
163,,Burgos,2015,926,Vox (VOX),0.4,0,,,
164,,Burgos,2015,507,Partido Comunista de los Pueblos de Espa&ntilde;a (PCPE),0.2,0,,,
165,,Burgos,2015,452,Recortes Cero-Grupo Verde,0.2,0,,,
166,,Burgos,2015,842,Otros,0.4,0,,,
167,,Caceres,2015,351037,Censo,,,,,
168,,Caceres,2015,252419,Votantes,71.9,,,,
169,,Caceres,2015,3427,Nulos,,,,,
170,,Caceres,2015,248992,V&aacute;lidos,,,,,
171,,Caceres,2015,1559,Blancos,,,,,
172,,Caceres,2015,87924,Partido Popular (PP),35.3,2,,,
173,,Caceres,2015,84758,Partido Socialista Obrero Espa&ntilde;ol (PSOE),34,2,,,
174,,Caceres,2015,34730,Podemos (PODEMOS),13.9,0,,,
175,,Caceres,2015,28406,Ciudadanos-Partido de la Ciudadan&iacute;a (C's),11.4,0,,,
176,,Caceres,2015,7252,Unidad Popular (IU-UP),2.9,0,,,
177,,Caceres,2015,1363,Partido Animalista Contra el Maltrato Animal (PACMA),0.5,0,,,
178,,Caceres,2015,1074,Uni&oacute;n Progreso y Democracia (UPyD),0.4,0,,,
179,,Caceres,2015,518,Vox (VOX),0.2,0,,,
180,,Caceres,2015,338,Recortes Cero-Grupo Verde,0.1,0,,,
181,,Caceres,2015,1070,Otros,0.4,0,,,
182,,Cadiz,2015,993618,Censo,,,,,
183,,Cadiz,2015,652400,Votantes,65.7,,,,
184,,Cadiz,2015,5863,Nulos,,,,,
185,,Cadiz,2015,646537,V&aacute;lidos,,,,,
186,,Cadiz,2015,6781,Blancos,,,,,
187,,Cadiz,2015,180895,Partido Socialista Obrero Espa&ntilde;ol (PSOE),28,3,,,
188,,Cadiz,2015,179319,Partido Popular (PP),27.7,3,,,
189,,Cadiz,2015,130734,Podemos (PODEMOS),20.2,2,,,
190,,Cadiz,2015,94962,Ciudadanos-Partido de la Ciudadan&iacute;a (C's),14.7,1,,,
191,,Cadiz,2015,38881,Unidad Popular (IU-UP),6,0,,,
192,,Cadiz,2015,7591,Partido Animalista Contra el Maltrato Animal (PACMA),1.2,0,,,
193,,Cadiz,2015,3637,Uni&oacute;n Progreso y Democracia (UPyD),0.6,0,,,
194,,Cadiz,2015,1493,Vox (VOX),0.2,0,,,
195,,Cadiz,2015,1042,Recortes Cero-Grupo Verde,0.2,0,,,
196,,Cadiz,2015,780,Partido Comunista de los Pueblos de Espa&ntilde;a (PCPE),0.1,0,,,
197,,Cadiz,2015,422,Otros,0.1,0,,,
198,,Castellon,2015,417197,Censo,,,,,
199,,Castellon,2015,312815,Votantes,75,,,,
200,,Castellon,2015,3330,Nulos,,,,,
201,,Castellon,2015,309485,V&aacute;lidos,,,,,
202,,Castellon,2015,2093,Blancos,,,,,
203,,Castellon,2015,98474,Partido Popular (PP),31.8,2,,,
204,,Castellon,2015,74732,Comprom&iacute;s-Podemos-&Eacute;s el Moment (PODEMOS-COMPROM&Iacute;S),24.1,1,,,
205,,Castellon,2015,66590,Partido Socialista Obrero Espa&ntilde;ol (PSOE),21.5,1,,,
206,,Castellon,2015,48328,Ciudadanos-Partido de la Ciudadan&iacute;a (C's),15.6,1,,,
207,,Castellon,2015,9605,Unidad Popular (IU-UP),3.1,0,,,
208,,Castellon,2015,2252,Partido Animalista Contra el Maltrato Animal (PACMA),0.7,0,,,
209,,Castellon,2015,1743,Uni&oacute;n Progreso y Democracia (UPyD),0.6,0,,,
210,,Castellon,2015,921,Vox (VOX),0.3,0,,,
211,,Castellon,2015,509,Partido Comunista de los Pueblos de Espa&ntilde;a (PCPE),0.2,0,,,
212,,Castellon,2015,489,Recortes Cero-Grupo Verde,0.2,0,,,
213,,Castellon,2015,3749,Otros,1.2,0,,,
214,,CiudadReal,2015,401885,Censo,,,,,
215,,CiudadReal,2015,299003,Votantes,74.4,,,,
216,,CiudadReal,2015,3427,Nulos,,,,,
217,,CiudadReal,2015,295576,V&aacute;lidos,,,,,
218,,CiudadReal,2015,2282,Blancos,,,,,
219,,CiudadReal,2015,113451,Partido Popular (PP),38.4,3,,,
220,,CiudadReal,2015,91959,Partido Socialista Obrero Espa&ntilde;ol (PSOE),31.1,2,,,
221,,CiudadReal,2015,36879,Podemos (PODEMOS),12.5,0,,,
222,,CiudadReal,2015,36477,Ciudadanos-Partido de la Ciudadan&iacute;a (C's),12.3,0,,,
223,,CiudadReal,2015,9834,Unidad Popular (IU-UP),3.3,0,,,
224,,CiudadReal,2015,1949,Partido Animalista Contra el Maltrato Animal (PACMA),0.7,0,,,
225,,CiudadReal,2015,1625,Uni&oacute;n Progreso y Democracia (UPyD),0.5,0,,,
226,,CiudadReal,2015,560,Vox (VOX),0.2,0,,,
227,,CiudadReal,2015,386,Recortes Cero-Grupo Verde,0.1,0,,,
228,,CiudadReal,2015,174,Otros,0.1,0,,,
229,,Cordoba,2015,651727,Censo,,,,,
230,,Cordoba,2015,472696,Votantes,72.5,,,,
231,,Cordoba,2015,5044,Nulos,,,,,
232,,Cordoba,2015,467652,V&aacute;lidos,,,,,
233,,Cordoba,2015,4481,Blancos,,,,,
234,,Cordoba,2015,149851,Partido Socialista Obrero Espa&ntilde;ol (PSOE),32,2,,,
235,,Cordoba,2015,142101,Partido Popular (PP),30.4,2,,,
236,,Cordoba,2015,68740,Podemos (PODEMOS),14.7,1,,,
237,,Cordoba,2015,55812,Ciudadanos-Partido de la Ciudadan&iacute;a (C's),11.9,1,,,
238,,Cordoba,2015,37650,Unidad Popular (IU-UP),8.1,0,,,
239,,Cordoba,2015,3529,Partido Animalista Contra el Maltrato Animal (PACMA),0.8,0,,,
240,,Cordoba,2015,2069,Uni&oacute;n Progreso y Democracia (UPyD),0.4,0,,,
241,,Cordoba,2015,876,Partido Comunista de los Pueblos de Espa&ntilde;a (PCPE),0.2,0,,,
242,,Cordoba,2015,605,Recortes Cero-Grupo Verde,0.1,0,,,
243,,Cordoba,2015,1938,Otros,0.4,0,,,
244,,ACoruna,2015,1088822,Censo,,,,,
245,,ACoruna,2015,682745,Votantes,62.7,,,,
246,,ACoruna,2015,8562,Nulos,,,,,
247,,ACoruna,2015,674183,V&aacute;lidos,,,,,
248,,ACoruna,2015,7674,Blancos,,,,,
249,,ACoruna,2015,239303,Partido Popular (PP),35.5,3,,,
250,,ACoruna,2015,177581,En Marea (PODEMOS-En Marea-ANOVA-EU),26.3,2,,,
251,,ACoruna,2015,137734,Partido dos Socialistas de Galicia-PSOE (PSdeG-PSOE),20.4,2,,,
252,,ACoruna,2015,66784,Ciudadanos-Partido de la Ciudadan&iacute;a (C's),9.9,1,,,
253,,ACoruna,2015,30618,N&oacute;s-Candidatura Galega (BNG-CG-FOGA-PCPG-PG),4.5,0,,,
254,,ACoruna,2015,5169,Partido Animalista Contra el Maltrato Animal (PACMA),0.8,0,,,
255,,ACoruna,2015,3531,Uni&oacute;n Progreso y Democracia (UPyD),0.5,0,,,
256,,ACoruna,2015,1548,Recortes Cero-Grupo Verde,0.2,0,,,
257,,ACoruna,2015,1447,Partido Comunista de los Pueblos de Espa&ntilde;a (PCPE),0.2,0,,,
258,,ACoruna,2015,1246,Vox (VOX),0.2,0,,,
259,,ACoruna,2015,1548,Otros,0.2,0,,,
260,,Cuenca,2015,158886,Censo,,,,,
261,,Cuenca,2015,122477,Votantes,77.1,,,,
262,,Cuenca,2015,1382,Nulos,,,,,
263,,Cuenca,2015,121095,V&aacute;lidos,,,,,
264,,Cuenca,2015,931,Blancos,,,,,
265,,Cuenca,2015,50736,Partido Popular (PP),41.9,2,,,
266,,Cuenca,2015,37019,Partido Socialista Obrero Espa&ntilde;ol (PSOE),30.6,1,,,
267,,Cuenca,2015,14113,Podemos (PODEMOS),11.7,0,,,
268,,Cuenca,2015,13049,Ciudadanos-Partido de la Ciudadan&iacute;a (C's),10.8,0,,,
269,,Cuenca,2015,3628,Unidad Popular (IU-UP),3,0,,,
270,,Cuenca,2015,537,Partido Animalista Contra el Maltrato Animal (PACMA),0.4,0,,,
271,,Cuenca,2015,464,Uni&oacute;n Progreso y Democracia (UPyD),0.4,0,,,
272,,Cuenca,2015,356,Vox (VOX),0.3,0,,,
273,,Cuenca,2015,165,Recortes Cero-Grupo Verde,0.1,0,,,
274,,Cuenca,2015,97,Partido Comunista de los Pueblos de Espa&ntilde;a (PCPE),0.1,0,,,
275,,Girona,2015,511640,Censo,,,,,
276,,Girona,2015,335561,Votantes,65.6,,,,
277,,Girona,2015,2938,Nulos,,,,,
278,,Girona,2015,332623,V&aacute;lidos,,,,,
279,,Girona,2015,2513,Blancos,,,,,
280,,Girona,2015,83170,Democr&agrave;cia i Llibertat (DL),25,2,,,
281,,Girona,2015,78030,Esquerra Republicana de Catalunya-Catalunya S&iacute; (ERC-CATSI),23.5,2,,,
282,,Girona,2015,54071,En Com&uacute; Podem (EN COM&Uacute;),16.3,1,,,
283,,Girona,2015,42096,Partit dels Socialistes de Catalunya (PSC-PSOE),12.7,1,,,
284,,Girona,2015,32762,Ciudadanos-Partido de la Ciudadan&iacute;a (C's),9.8,0,,,
285,,Girona,2015,28410,Partido Popular (PP),8.5,0,,,
286,,Girona,2015,5871,Uni&oacute; Democr&agrave;tica de Catalunya (unio.cat),1.8,0,,,
287,,Girona,2015,3623,Partido Animalista Contra el Maltrato Animal (PACMA),1.1,0,,,
288,,Girona,2015,889,Recortes Cero-Grupo Verde,0.3,0,,,
289,,Girona,2015,602,Partit Comunista del Poble de Catalunya (PCPC),0.2,0,,,
290,,Girona,2015,586,Uni&oacute;n Progreso y Democracia (UPyD),0.2,0,,,
291,,Granada,2015,748189,Censo,,,,,
292,,Granada,2015,514478,Votantes,68.8,,,,
293,,Granada,2015,4235,Nulos,,,,,
294,,Granada,2015,510243,V&aacute;lidos,,,,,
295,,Granada,2015,3442,Blancos,,,,,
296,,Granada,2015,158693,Partido Popular (PP),31.1,3,,,
297,,Granada,2015,158027,Partido Socialista Obrero Espa&ntilde;ol (PSOE),31,2,,,
298,,Granada,2015,83650,Podemos (PODEMOS),16.4,1,,,
299,,Granada,2015,70845,Ciudadanos-Partido de la Ciudadan&iacute;a (C's),13.9,1,,,
300,,Granada,2015,26022,Unidad Popular (IU-UP),5.1,0,,,
301,,Granada,2015,3843,Partido Animalista Contra el Maltrato Animal (PACMA),0.8,0,,,
302,,Granada,2015,2697,Uni&oacute;n Progreso y Democracia (UPyD),0.5,0,,,
303,,Granada,2015,1245,Vox (VOX),0.2,0,,,
304,,Granada,2015,696,Partido Comunista de los Pueblos de Espa&ntilde;a (PCPE),0.1,0,,,
305,,Granada,2015,638,Recortes Cero-Grupo Verde,0.1,0,,,
306,,Granada,2015,445,Otros,0.1,0,,,
307,,Guadalajara,2015,182321,Censo,,,,,
308,,Guadalajara,2015,137830,Votantes,75.6,,,,
309,,Guadalajara,2015,1562,Nulos,,,,,
310,,Guadalajara,2015,136268,V&aacute;lidos,,,,,
311,,Guadalajara,2015,979,Blancos,,,,,
312,,Guadalajara,2015,47365,Partido Popular (PP),34.8,1,,,
313,,Guadalajara,2015,30685,Partido Socialista Obrero Espa&ntilde;ol (PSOE),22.5,1,,,
314,,Guadalajara,2015,24603,Ciudadanos-Partido de la Ciudadan&iacute;a (C's),18.1,1,,,
315,,Guadalajara,2015,23827,Podemos (PODEMOS),17.5,0,,,
316,,Guadalajara,2015,5628,Unidad Popular (IU-UP),4.1,0,,,
317,,Guadalajara,2015,1152,Partido Animalista Contra el Maltrato Animal (PACMA),0.8,0,,,
318,,Guadalajara,2015,1026,Uni&oacute;n Progreso y Democracia (UPyD),0.8,0,,,
319,,Guadalajara,2015,645,Vox (VOX),0.5,0,,,
320,,Guadalajara,2015,283,Recortes Cero-Grupo Verde,0.2,0,,,
321,,Guadalajara,2015,75,Otros,0.1,0,,,
322,,Guipuzcoa,2015,580725,Censo,,,,,
323,,Guipuzcoa,2015,391433,Votantes,67.4,,,,
324,,Guipuzcoa,2015,2030,Nulos,,,,,
325,,Guipuzcoa,2015,389403,V&aacute;lidos,,,,,
326,,Guipuzcoa,2015,2537,Blancos,,,,,
327,,Guipuzcoa,2015,98533,Podemos-Ahal Dugu (PODEMOS),25.3,2,,,
328,,Guipuzcoa,2015,91359,Euzko Alderdi Jeltzalea-Partido Nacionalista Vasco (EAJ-PNV),23.5,2,,,
329,,Guipuzcoa,2015,81257,Euskal Herria Bildu (EH Bildu),20.9,1,,,
330,,Guipuzcoa,2015,51764,Partido Socialista de Euskadi-Euskadiko Ezkerra (PSE-EE/PSOE),13.3,1,,,
331,,Guipuzcoa,2015,33884,Partido Popular (PP),8.7,0,,,
332,,Guipuzcoa,2015,14608,Ciudadanos-Partido de la Ciudadan&iacute;a (C's),3.8,0,,,
333,,Guipuzcoa,2015,10722,Unidad Popular (IU-UP),2.8,0,,,
334,,Guipuzcoa,2015,2276,Partido Animalista Contra el Maltrato Animal (PACMA),0.6,0,,,
335,,Guipuzcoa,2015,1313,Uni&oacute;n Progreso y Democracia (UPyD),0.3,0,,,
336,,Guipuzcoa,2015,782,Recortes Cero-Grupo Verde,0.2,0,,,
337,,Guipuzcoa,2015,368,Otros,0.1,0,,,
338,,Huelva,2015,396415,Censo,,,,,
339,,Huelva,2015,262151,Votantes,66.1,,,,
340,,Huelva,2015,3061,Nulos,,,,,
341,,Huelva,2015,259090,V&aacute;lidos,,,,,
342,,Huelva,2015,2409,Blancos,,,,,
343,,Huelva,2015,95637,Partido Socialista Obrero Espa&ntilde;ol (PSOE),36.9,2,,,
344,,Huelva,2015,74353,Partido Popular (PP),28.7,2,,,
345,,Huelva,2015,39435,Podemos (PODEMOS),15.2,1,,,
346,,Huelva,2015,30776,Ciudadanos-Partido de la Ciudadan&iacute;a (C's),11.9,0,,,
347,,Huelva,2015,11786,Unidad Popular (IU-UP),4.5,0,,,
348,,Huelva,2015,2385,Partido Animalista Contra el Maltrato Animal (PACMA),0.9,0,,,
349,,Huelva,2015,1014,Uni&oacute;n Progreso y Democracia (UPyD),0.4,0,,,
350,,Huelva,2015,460,Vox (VOX),0.2,0,,,
351,,Huelva,2015,336,Recortes Cero-Grupo Verde,0.1,0,,,
352,,Huelva,2015,307,Partido Comunista de los Pueblos de Espa&ntilde;a (PCPE),0.1,0,,,
353,,Huelva,2015,192,Otros,0.1,0,,,
354,,Huesca,2015,174072,Censo,,,,,
355,,Huesca,2015,123297,Votantes,70.8,,,,
356,,Huesca,2015,1152,Nulos,,,,,
357,,Huesca,2015,122145,V&aacute;lidos,,,,,
358,,Huesca,2015,1251,Blancos,,,,,
359,,Huesca,2015,39747,Partido Popular-Partido Aragon&eacute;s (PP-PAR),32.5,1,,,
360,,Huesca,2015,30183,Partido Socialista Obrero Espa&ntilde;ol (PSOE),24.7,1,,,
361,,Huesca,2015,21943,Podemos-Ahora Alto Arag&oacute;n en Com&uacute;n (PODEMOS),18,1,,,
362,,Huesca,2015,19789,Ciudadanos-Partido de la Ciudadan&iacute;a (C's),16.2,0,,,
363,,Huesca,2015,6433,Unidad Popular (IU-UP),5.3,0,,,
364,,Huesca,2015,833,Uni&oacute;n Progreso y Democracia (UPyD),0.7,0,,,
365,,Huesca,2015,792,Partido Animalista Contra el Maltrato Animal (PACMA),0.6,0,,,
366,,Huesca,2015,257,Partido Comunista de los Pueblos de Espa&ntilde;a (PCPE),0.2,0,,,
367,,Huesca,2015,249,Recortes Cero-Grupo Verde,0.2,0,,,
368,,Huesca,2015,668,Otros,0.5,0,,,
369,,Jaen,2015,533748,Censo,,,,,
370,,Jaen,2015,391386,Votantes,73.3,,,,
371,,Jaen,2015,3886,Nulos,,,,,
372,,Jaen,2015,387500,V&aacute;lidos,,,,,
373,,Jaen,2015,2713,Blancos,,,,,
